tweet,label,clean_text
2a. Pakailah Kacamata Pelindung UV. Sinar ultraviolet matahari dapat membahayakan mata Anda. Sinar UV dapat merusak jaringan sensitif mata,hoax,a pakai kacamata lindung uv sinar ultraviolet matahari bahaya mata sinar uv rusak jaring sensitif mata
"Selain lavender, tanaman-tanaman ini dapat membantu Anda mengusir nyamuk dari rumah. Serai dan basil di antaranya.",valid,lavender tanamantanaman bantu usir nyamuk rumah serai basil antara
"Dengan rutin membersihkan lingkungan rumah, maka rumah akan terhindar dari nyamuk. Setuju? :) #EzyHomeLiving (5/5)",hoax,rutin bersih lingkung rumah rumah hindar nyamuk tuju
Aroma serai akan mengusir nyamuk dari rumah kita. #BasmiHamaAlami,hoax,aroma serai usir nyamuk rumah
Solusi yang terbaik untuk mengusir nyamuk. 10. Minyak Serai. Trust me! Ini berhasil dan wanginya enak banget!,hoax,solusi baik usir nyamuk minyak serai trust me hasil wangi enak banget
"WAW!!!TERNYATA SERAI BILA DI TANAM DI PERKARANGAN TERNYATA BISA MENGUSIR NYAMUK,BERIKUT PENJELASANNYA http://dlvr.it/Kp0gnQ",?,wawternyata serai bila tanam karang nyata usir nyamukberikut jelas
"MINYAK SERAI.Teteskan ke air utk mengepel lantai&wangi serai akan mengusir nyamuk,lakukan secara teratur/bisa diteteskan pd bantal & guling",hoax,minyak seraiteteskan air utk kepel lantaiwangi serai usir nyamuklakukan teraturbisa tetes pd bantal guling
"Selain untuk memperkaya aroma dan rasa makanan, serai juga efektif mengusir nyamuk.",valid,kaya aroma rasa makan serai efektif usir nyamuk
Pengikut Gafatar Percaya Pulau Jawa Akan Tenggelam http://goo.gl/8TTBrk #Gafatar,valid,ikut gafatar percaya pulau jawa tenggelam
"GEMPA DI PULAU JAWA,,,,ITU ADALAH PERINGATAN DARI ALLAH ,JIKA KECURANGAN DAN KETIDAK ADILAN DI BIARKAN TERUS ,MUSIBAH BESAR AKAN MENIMPA PULAU JAWA,AKAN DATANG GEMPA BESAR DAN SUNAMI,,PULAU JAWA AKAN TENGGELAM KE DALAM BUMI,,MAKA TOBATLAH KALIAN WAHAI ORANG2 MUNAFIK,",hoax,gempa pulau jawaitu ingat allah curang tidak adil biar terus musibah besar timpa pulau jawaakan datang gempa besar sunamipulau jawa tenggelam bumimaka tobat kalian wahai orang munafik
Pulau jawa akan tenggelam dalam lautan darah dan air,hoax,pulau jawa tenggelam laut darah air
Sudah masuk berita hongkong pagi ini dalam kurun waktu 30 tahun pulau Jawa akan tenggelam,hoax,masuk berita hongkong pagi kurun waktu tahun pulau jawa tenggelam
Motivasi lulus: ramalan pulau Jawa akan tenggelam,hoax,motivasi lulus ramal pulau jawa tenggelam
"Menurut ramalan cuaca ma2 lemon ,Pulau Jawa akan tenggelam dlm hitungan tahun. Silakan dhitung mulai dr sidoarjo (tenggelam krn lumpur)",hoax,ramal cuaca ma lemon pulau jawa tenggelam dlm hitung tahun sila dhitung mulai dr sidoarjo tenggelam krn lumpur
Sebagian Pulau Jawa akan Tenggelam ?? http://bit.ly/7HDl08,?,bagi pulau jawa tenggelam
"5 Manfaat Lendir Siput untuk Perawatan Kecantikan, Berani Coba? http://bit.ly/2QyxK69",valid,manfaat lendir siput awat cantik berani coba
"Ekstrak lendir siput bermanfaat untuk melembapkan, menenangkan kulit wajah, hingga memudarkan jerawat. Inilah sejumlah manfaat kecantikan lendir siput. #LendirSiput #Kecantikan",valid,ekstrak lendir siput manfaat lembap tenang kulit wajah hingga pudar jerawat ini jumlah manfaat cantik lendir siput
"@Haidar_Bagir Assalamualaikum ustad, saya mau bertanya, dalam fiqh imam Ja'far ada beberapa ketentuan tdk diperbolehkan untuk makan siput, kepiting, dsb. Apakah memakai lendir siput untuk dunia kecantikan (seperti hand body mengandung lendir siput) juga tidak boleh? Terima kasih",hoax,assalamualaikum ustad mau tanya fiqh imam jafar beberapa tentu tdk boleh makan siput kepiting pakai lendir siput dunia cantik hand body kandung lendir siput terima kasih
Sejuta Manfaat Lendir Siput Untuk Kecantikan http://bit.ly/1L1FUOI #AQfami,hoax,juta manfaat lendir siput cantik
Khasiat Lendir Siput Untuk Kecantikan Kulit http://dlvr.it/Qj9z1M,?,khasiat lendir siput cantik kulit
Manfaat Lendir Siput Untuk Kecantikan http://akibtegoprasetyo.com/kesehatan/manfaat-lendir-siput-untuk-kecantikan/…,?,manfaat lendir siput cantik
Lendir Siput untuk Terapi Anti-Penuaan: Perawatan kecantikan facial siput. Msn.comSi hewan moluska ini selalu ... http://bit.ly/1Y3GUnM,?,lendir siput terapi antipenuaan awat cantik facial siput msncomsi hewan moluska selalu
"4,6 Ton Daging Babi Mengandung Cacing Pita Dimusnahkan di Banten http://dlvr.it/QcSN6w",valid,ton daging babi kandung cacing pita musnah banten
Babi tidak akan mengandung cacing pita kalo rajin minum combantrin.,hoax,babi kandung cacing pita kalo rajin minum combantrin
Ini Jantung yang dipenuhi Kista (Cysticercosis) dari stadium larvanya cacing pita Babi. Penyakit ini disebabkan oleh memakan daging babi yg kurang matang. Gejala yg kadang muncul adalah irama jantung yg tidak beraturan. Kadang tdk bergejala sm sekali smp kondisinya memberat.,?,jantung penuh kista cysticercosis stadium larva cacing pita babi sakit sebab makan daging babi kurang matang gejala kadang muncul irama jantung atur kadang tdk gejala sm sekali smp kondisi berat
"Larangan di Al Quran sebaiknya gak usah dicocoklogikan ma pemikiran sendiri dan dihubungin ma sains sih mas, soalnya klo gk sesuai ntar bingung sendiri, cth: daging babi mengandung cacing pita, fact: gk cuma babi, sapi/kambing jg mengandung cacing pita",hoax,larang al quran baik gak usah dicocoklogikan ma pikir sendiri dihubungin ma sains sih mas soal klo gk sesuai ntar bingung sendiri cth daging babi kandung cacing pita fact gk cuma babi sapikambing jg kandung cacing pita
"Babi makan dedek, sapi makan rumput Cacing pita ,,hidup di rumput , Kok bisa,,ya,,babi banyak mengandung cacing pita,,?? ( 32 thn dijejali)",hoax,babi makan dedek sapi makan rumput cacing pita hidup rumput kok bisayababi banyak kandung cacing pita thn jejal
Next bagi yg non islam jangan makan babi karna babi mengandung cacing pita cacing pita menyebabkan makanan yg kita makan dimakan cacing itu,hoax,next non islam jangan makan babi karna babi kandung cacing pita cacing pita sebab makan makan makan cacing
"Replying to @imnotfaatt Haram bro, karena usus 12 jari di babi mengandung cacing pita dan juga di katakan oleh pak ustadz saya bahwa struktur babi itu persis seperti manusia, jadi apabila celengin duid di celengan babi makan sama saja celengin duid de manusia, terimakasih",hoax,replying to haram bro usus jari babi kandung cacing pita kata pak ustadz struktur babi persis manusia jadi apabila celengin duid celengan babi makan sama celengin duid de manusia terimakasih
"Virus flu burung bisa mematikan untuk burung dan unggas lainnya. Masalahnya, flu burung juga menular ke manusia. Kenali gejala flu burung.
",valid,virus flu burung mati burung unggas lain masalah flu burung tular manusia kenal gejala flu burung
"Saya pribadi liatnya mafia vaksin itu ada dan flu burung bisa dipatahkan oleh bu Siti dengan argumen dia tidak menular dari manusia ke manusia, gagal di sana mafia vaksin modifikasi virus yg mampu menelurkan manusia ke manusia covid19. Tapi belum tentu itu ulahnya billgates . . .",hoax,pribadi liat mafia vaksin flu burung patah bu siti argumen tular manusia manusia gagal sana mafia vaksin modifikasi virus mampu telur manusia manusia covid ulah billgates
"Riset: Flu Burung Bisa Jadi Wabah Mematikan: Ancaman flu burung meningkat, bisa menular ke manusia melalui udara. http://bit.ly/PHy2Ts",hoax,riset flu burung jadi wabah mati ancam flu burung tingkat tular manusia lalu udara
"Virus flu burung bisa menyerang babi, virus flu burung yg dibawa babi bisa menyerang manusia. Kalau dari burung ke manusia tdk bs menular.",hoax,virus flu burung serang babi virus flu burung bawa babi serang manusia kalau burung manusia tdk bs tular
"Flu burung yang menyerang itik bisa menular ke manusia. Virus itu menjangkiti delapan orang di China, Hongkong, dan Banglades. #10Jan #Hal1",?,flu burung serang itik tular manusia virus jangkit delapan orang china hongkong banglades
"Ancaman flu burung meningkat, bisa menular ke manusia melalui udara. http://adf.ly/9xro0",hoax,ancam flu burung tingkat tular manusia lalu udara
"#Terpopuler Anggota Paspampres dan polisi terlibat percekcokan di pos penyekatan di Daan Mogot, Jakbar. Kapolres Kombes Ady Wibowo meminta maaf.",valid,anggota paspampres polisi libat cekcok pos sekat daan mogot jakbar kapolres kombes ady wibowo minta maaf
"Coba diliat dulu bang full video dan ceritanya, jadi polisi ini nyamar pakaian biasa gitu tidak memakai seragam formal, paspampres jg tidak sembarangan bs nunjukkan ID/KTA jadi sebenernya memang sm sm misscom, namun polisinya ngegas, paspampresnya sdh tenang dan jelasin baik baik",hoax,coba liat dulu bang full video cerita jadi polisi nyamar pakai biasa gitu pakai seragam formal paspampres jg sembarang bs nunjukkan idkta jadi sebenernya memang sm sm misscom polisi ngegas paspampresnya sdh tenang jelasin baik baik
"Kalo paspampres aja boleh dan bisa nyatronin kantor polisi..., masa rakyat ga boleh nyatronin presidennya??",hoax,kalo paspampres aja nyatronin kantor polisi masa rakyat ga nyatronin presiden
"bangga ampun saya melihat anak muda anggota paspampres, simpulan saya: polisi ramah dan sopan jauh panggang dari api.",hoax,bangga ampun lihat anak muda anggota paspampres simpul polisi ramah sopan jauh panggang api
"Beredar di media sosial, video seorang personel Pasukan Pengamanan Presiden (Paspampres) sempat cekcok dengan personel Kepolisian yang menjaga penyekatan PPKM Darurat. Baca selengkapnya di: https://kompas.tv/article/190868/kronologi-cekcok-polisi-dengan-paspampres-di-penyekatan-ppkm-darurat…",valid,edar media sosial video orang personel pasu aman presiden paspampres sempat cekcok personel polisi jaga sekat ppkm darurat baca lengkap
"Buntut Ribut ke Anggota Paspampres, Polisi Pakaian Preman Ditiadakan",valid,buntut ribut anggota paspampres polisi pakai preman tiada
"Presiden di suruh mundur, Wakil Presiden katanya mau mundur dan Menhan paling cocok maju, keluarga Nia Ramadhani dan suaminya Narkoba, Paspampres gelut dengan polisi. Nu acan poe ayeuna Covid merubah jalema jadi zombie, rame!!",hoax,presiden suruh mundur wakil presiden kata mau mundur menhan paling cocok maju keluarga nia ramadhani suami narkoba paspampres gelut polisi nu acan poe ayeuna covid rubah jalema jadi zombie rame
"Beberapa tabir surya diformulasikan khusus untuk wajah untuk melindungi kulit Anda dari sinar UV berbahaya yang dapat menyebabkan kulit terbakar, penuaan dini, dan kanker kulit. #TempoCantika",valid,beberapa tabir surya formulasi khusus wajah lindung kulit sinar uv bahaya sebab kulit bakar tua dini kanker kulit
"Radiasi UV yg tinggi & dalam jangka waktu lama dapat menyebabkan penuaan dini, kanker kulit & sejumlah perusakan lain pd kulit kita.",hoax,radiasi uv tinggi jangka waktu lama sebab tua dini kanker kulit jumlah rusa pd kulit
"Kanker kulit diduga kuat disebabkan oleh paparan sinar ultraviolet dari matahari. Sinar UV ini dapat menyebabkan rusaknya sel pada kulit, hingga menimbulkan kanker kulit.",hoax,kanker kulit duga kuat sebab papar sinar ultraviolet matahari sinar uv sebab rusak sel kulit hingga timbul kanker kulit
Sinar UV yg berlebih dapat menyebabkan kanker kulit,hoax,sinar uv lebih sebab kanker kulit
"Hati-hati untuk anda yang sering kena sinar matahari, karena dalam UV dapat menyebabkan kanker? http://goo.gl/iYTu5L",?,hatihati sering kena sinar matahari uv sebab kanker
Sahabat SMiLe pasti sering mendengar bahaya UV terhadap kulit karena dapat menyebabkan kanker.,hoax,sahabat smile sering dengar bahaya uv kulit sebab kanker
"Efek sinar UV akan bertambah dan dapat menyebabkan masalah seperti katarak, luka bakar kornea, bahkan kanker kelopak mata.",hoax,efek sinar uv tambah sebab masalah katarak luka bakar kornea bahkan kanker kelopak mata
"Vaksin Sinovac COVID-19 Berefek Berbahaya, Brasil Hentikan Uji Klinis",valid,vaksin sinovac covid efek bahaya brasil henti uji klinis
Ragam Hoaks soal Vaksin Covid-19: Jarum Palsu hingga Sinovac Berbahaya,valid,ragam hoaks soal vaksin covid jarum palsu hingga sinovac bahaya
"AS Bilang Vaksin Sinovac Berbahaya, Polisi Gerak Cepat",?,as bilang vaksin sinovac bahaya polisi gerak cepat
"Gagal bikin narasi vaksin sinovac berbahaya, beloknya skrg k yg lain. Rapopo, namanya juga org usaha ya pak. Tinggal diridhoi atau kagak sama semesta  belajar dari sejarah (film silat), niat buruk biasanya sih ga kesampean sbb tuhan mmg ga tidur2an aja.",hoax,gagal bikin narasi vaksin sinovac bahaya belok skrg k rapopo nama org usaha pak tinggal diridhoi kagak sama semesta ajar sejarah film silat niat buruk biasa sih ga sampean sbb tuhan mmg ga tidur aja
Pekan ini hoaks terkait vaksin Sinovac yang berbahaya karena virus mati bisa hidup lagi beredar. Lalu seperti apa faktanya? Simak penjelasan lengkapnya berikut ini. #MetroSiang,valid,pekan hoaks kait vaksin sinovac bahaya virus mati hidup edar lalu apa fakta simak jelas lengkap ikut
"AS Bilang Vaksin Sinovac Berbahaya, Polisi Gerak Cepat – Jpnn",?,as bilang vaksin sinovac bahaya polisi gerak cepat  jpnn
Menurut gw agak aneh juga pada banyak yang nganggap vaksin Sinovac itu abal-abal. Apa karena buatan China? Atau nganggep yang kerja di Scientist di Sinovac lulusan paket C? Seakan-akan kalau buatan US/Europe udah pasti bagus. Kutip Tweet,?,gw aneh banyak nganggap vaksin sinovac abalabal apa buat china nganggep kerja scientist sinovac lulus paket c seakanakan kalau buat useurope udah bagus kutip tweet
"Sering menggunakan masker bisa memicu timbulnya jerawat. Untuk itu berikut cara mencegah jerawat karena sering memakai masker. #CegahJerawat 

via 
@detikHealth",valid,sering guna masker picu timbul jerawat ikut cara cegah jerawat sering pakai masker via
Banyak yg tak sadar sering memakai masker sembarangan dan berganti-ganti macam masker memicu & memparah jerawat #MaskerWajah #ZhafrahTips,hoax,banyak tak sadar sering pakai masker sembarang bergantiganti macam masker picu parah jerawat
Jgn memakai masker wajar sembarangan. Bnyk tg tak sadar srg memakai masker sembarangan&berganti macam masker dpt memicu&memparah jerawat.,hoax,jgn pakai masker wajar sembarang bnyk tg tak sadar srg pakai masker sembaranganberganti macam masker dpt memicumemparah jerawat
"Memakai masker dalam waktu lama membuat kulit wajah terus bersentuhan/bergesekan dengan masker. Gesekan ini memicu terjadinya iritasi kulit, sehingga kulit wajah akan meradang dan jerawat pun lebih mudah muncul.

#IndonesiaSehatSiang",hoax,pakai masker waktu lama buat kulit wajah terus bersentuhanbergesekan masker gesek picu jadi iritasi kulit kulit wajah radang jerawat lebih mudah muncul
Berikut ini tips memakai masker mulut agar tidak memicu jerawat dan sejenisnya. #KAMUHARUSTAU #masker #jerawat #VirusCorona,valid,ikut tips pakai masker mulut picu jerawat jenis
"Kelembaban ini yang memicu tumbuhnya bakteri dan bisa menyebabkan jerawat. Tenang, #maskne bisa dicegah dan diobati. Jangan jadikan maskne ini sebagai alasan untuk tidak memakai masker, ya! Jaga selalu kebersihan dan pakai maskermu saat keluar rumah. ⁣Stay safe & healthy Bisep kekar(3/3)",hoax,kelembaban picu tumbuh bakteri sebab jerawat tenang cegah obat jangan jadi maskne alas pakai masker jaga selalu bersih pakai masker keluar rumah stay safe healthy bisep kekar
Sering menggunakan masker bisa memicu timbulnya jerawat. Untuk itu berikut cara mencegah jerawat karena sering memakai masker. #CegahJerawat,valid,sering guna masker picu timbul jerawat ikut cara cegah jerawat sering pakai masker
"Waspada, Sering Mimisan Gejala Anak Kena Kanker Darah",valid,waspada sering mimisan gejala anak kena kanker darah
"rg lain mimisan krn kecapean, kanker darah, blablabla. rirry = ketiban ipad kena unjungnya",hoax,rg mimisan krn cape kanker darah blablabla rirry ketiban ipad kena unjung
Buat yang sering mimisan ati ati kanker darah lebih baik check k dokter :D,hoax,buat sering mimisan ati ati kanker darah lebih baik check k dokter d
"Mimisan, sering pingsan,  kanker darah?? TIIIDDDAAAKKK",hoax,mimisan sering pingsan kanker darah tiiidddaaakkk
Takut kalo mimisan terus kena kanker darah -_- ;(,hoax,takut kalo mimisan terus kena kanker darah
"Kalau sakit kepala mikirnya langsung kanker otak, kalau mimisan mikirnya langsung kanker darah. Pengaruh sinetron/film sangat besar. #BD",hoax,kalau sakit kepala mikirnya langsung kanker otak kalau mimisan mikirnya langsung kanker darah pengaruh sinetronfilm sangat besar
"Memar dan Mimisan Bisa Jadi Ciri Kanker Darah, Penyakit yang Renggut Nyawa Ani Yudhoyono,Cek di Sini",valid,memar mimisan jadi ciri kanker darah sakit renggut nyawa ani yudhoyonocek sini
"Gara-gara Corona, Belasan Ribu Teken Petisi Skripsi Dihapus",valid,garagara corona bas ribu teken petisi skripsi hapus
Gimana nih skripsi mau dihapus katanya,hoax,gimana nih skripsi mau hapus kata
"Lah kan emang dari tahun lalu udah ada. Cuma ini diganti sama artikel. Kalau di univku, ketat banget malah artikelnya. Harus masuk ke jurnal dan terverifikasi juga. Ribet malah dibanding skripsi. Tapi gak dihapus skripsi, cuma jadi opsi. Lagian itu udah jelas tertera berita th 20",?,lah kan emang tahun lalu udah cuma ganti sama artikel kalau univku ketat banget malah artikel masuk jurnal verifikasi ribet malah banding skripsi gak hapus skripsi cuma jadi opsi lagi udah jelas tera berita th
Ih kalo skripsi dihapus otomatis jadi kompre gaksih LEBIH SEREM,hoax,ih kalo skripsi hapus otomatis jadi kompre gaksih lebih rem
skripsi mau dihapus (katanya),hoax,skripsi mau hapus kata
"[cm] teruntuk kalian temen seperjuangan yg semester akhir, kalian tim pro atau kontra dengan adanya petisi skripsi dihapus?",?,cm untuk kalian temen juang semester akhir kalian tim pro kontra ada petisi skripsi hapus
